eaAreaName,easting,gridReference,label,lat,long,measures_label,measure_value,measure_date_time,measure_date,measures_notation,measures_parameter,measures_parameterName,measures_period,measures_qualifier,measures_valueType,stationReference,northing
South West - Wessex,297115,,Minehead,51.213871,-3.474382,MINEHEAD HARBOUR - level-tidal_level-i-15_min-mAOD,0.28,2023-08-09T21:30:00Z,2023-08-09,51103-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,51103,147108
,,SJ8686,Bruntwood Hall,,,Bruntwood Hall - level-groundwater-i-1_h-m,14.461,2023-08-09T07:00:00Z,2023-08-09,SJ88_93-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SJ88_93,
Anglian - Cambridgeshire and Bedfordshire,572348,TF 72348 11976,Marham,52.678061,0.547924,MARHAM WQM GS - level-stage-i-15_min-m,0.139,2023-08-09T17:15:00Z,2023-08-09,E23705-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E23705,311976
Anglian - Essex Norfolk and Suffolk,642651,TM 42651 49382,Orford Ness,52.08954,1.540693,ORFORD NESS TS - level-tidal_level-i-15_min-mAOD,0.844,2023-08-09T20:30:00Z,2023-08-09,E24826-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,E24826,249382
South West - Wessex,346082,,Chiselborough,50.92686,-2.768537,ElementNotMappedToAnOutstation - level-stage-i-15_min-m,0.073,2023-08-09T21:30:00Z,2023-08-09,52116-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,52116,114438
,357650,SO576107,Rainfall station,51.793782,-2.615455,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1772-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1772,210750
,504150,TQ041393,Rainfall station,51.143947,-0.512508,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,282290TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,282290TP,139350
North East - Yorkshire,392902,SD9290254136,Gargrave High Street,53.983214,-2.109719,Gargrave High Street - level-stage-i-15_min-m,0.315,2023-08-09T21:30:00Z,2023-08-09,F1509-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,F1509,454136
,626930,TR2693063400,Plucks Gutter SLGS Flow,51.324401,1.255693,Plucks Gutter SLGS Flow - flow--i-15_min-m3_s,8.342,2023-08-09T21:30:00Z,2023-08-09,0900SO-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,0900SO,163400
,492463,SK9246329685,CRINGLE BROOK GS GREAT PONTON,52.856717,-0.628208,CRINGLE BROOK GS GREAT PONTON - flow-stage-i-15_min-m3_s,0.121,2023-08-09T04:30:00Z,2023-08-09,E1658-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E1658,329685
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,341190,,Montford,52.724474,-2.872198,,,,,,,,,,,2005,314450
,322550,NY225135,Rainfall station,54.511299,-3.197753,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T15:00:00Z,2023-08-09,592464-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,592464,513550
Midlands - Derbyshire Nottinghamshire and Leicestershire,417493,SK1749381312,Bradwell,53.328427,-1.738804,Bradwell Brook - level-stage-i-15_min-mASD,0.264,2023-08-09T21:30:00Z,2023-08-09,4693-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4693,381312
,452050,SU520507,Rainfall station,51.253545,-1.255547,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E11480-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E11480,150750
North West - Cumbria and Lancashire,323478,SD2347874024,Dalton Cricket Club,54.15629,-3.173265,Dalton Cricket Club - level-stage-i-15_min-m,0.186,2023-08-09T21:30:00Z,2023-08-09,738348-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,738348,474024
,,TL1522,Lilley Bottom OBH,,,Lilley Bottom OBH - level-groundwater-i-1_h-mAOD,96.028,2023-08-08T03:00:00Z,2023-08-08,TL12_122-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,TL12_122,
South West - Wessex,339193,ST3919431522,Beerwall Upstream,51.079805,-2.869413,BEERWALL - level-stage-i-15_min-m,4.0,2023-08-09T21:30:00Z,2023-08-09,52157-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,52157,131525
,,,HACKLINGE PS,,,HACKLINGE PS - level-stage-i-15_min-mAOD,-1.502,2023-08-09T21:30:00Z,2023-08-09,E3550-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E3550,
South West - Wessex,356040,,Chew Stoke,51.35329,-2.632652,CHEW STOKE - level-stage-i-15_min-m,0.097,2023-08-09T21:30:00Z,2023-08-09,53139-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,53139,161770
Thames - Hertfordshre and North London,517287,TQ1728777298,Brentford,51.48248,-0.312323,Brentford FWS - level-stage-i-15_min-mASD,0.285,2023-08-09T21:30:00Z,2023-08-09,3892TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,3892TH,177298
,417450,SK174898,Rainfall station,53.405172,-1.738982,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3380-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3380,389850
,481350,SK813994,Rainfall station,53.485476,-0.775492,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3611-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3611,399450
,,SU8598,North Dean House OBH,,,North Dean House OBH - level-groundwater-i-1_h-mAOD,102.991,2023-08-09T10:00:00Z,2023-08-09,SU89_27-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU89_27,
Anglian - Essex Norfolk and Suffolk,597585,TL 97585 58883,Rattlesden,52.192763,0.889367,RATTLESDEN GS - level-stage-i-15_min-mASD,0.123,2023-08-09T06:30:00Z,2023-08-09,E46059-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E46059,258883
Thames - Hertfordshre and North London,529980,TL2998009950,Waterhall,51.773132,-0.117522,RIVER LEE AT HOWE GREEN(WATER HALL) - level-stage-i-15_min-mASD,0.209,2023-08-09T21:30:00Z,2023-08-09,4690TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4690TH,209950
,617616,TR1761667034,Thanet Way Bridge,51.360665,1.124449,Thanet Way Bridge - level-stage-i-15_min-mASD,0.455,2023-08-09T19:00:00Z,2023-08-09,9628SE-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,9628SE,167034
,,SO8978,Broome Lodge Farm OBH,,,Broome Lodge Farm OBH - level-groundwater-i-15_min-mBDAT,8.817,2023-07-26T14:30:00Z,2023-07-26,1913-level-groundwater-i-15_min-mBDAT,level,Water Level,900,Groundwater,instantaneous,1913,
Anglian - Lincolnshire and Northamptonshire,491800,,Weldon Flood Storage Reservoir,52.493886,-0.649292,,,,,,,,,,,E1310,289300
,278431,SX7843156152,HARBERTONFORD BRIDGE,50.392644,-3.711615,HARBERTONFORD BRIDGE - flow-water-i-15_min-m3_s,0.68,2023-08-09T16:00:00Z,2023-08-09,SX75F010-flow-water-i-15_min-m3_s,flow,Flow,900,Water,instantaneous,SX75F010,56152
South West - Wessex,373894,,Bath Destructor Bridge,51.38438,-2.37652,BATH ULTRASONIC - level-stage-i-15_min-mASD,3.537,2023-08-09T21:30:00Z,2023-08-09,53127-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,53127,165105
North West - Cumbria and Lancashire,352328,,Appley Bridge,53.577223,-2.72144,Appley Bridge - level-stage-i-15_min-m,0.479,2023-08-09T21:30:00Z,2023-08-09,700309-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,700309,409202
Thames - West Thames,418700,,Marlborough,51.416287,-1.732479,RIVER KENNET AT MARLBOROUGH - level-stage-i-15_min-mASD,0.121,2023-08-09T21:30:00Z,2023-08-09,2210TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2210TH,168620
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,384431,SO8443117584,India Road,51.856617,-2.227456,India Road LVL - level-stage-i-15_min-mASD,0.193,2023-08-09T21:30:00Z,2023-08-09,2273-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2273,217584
,444450,SP444086,Rainfall station,51.774757,-1.357157,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,254336TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,254336TP,208650
,449350,SU493952,Rainfall station,51.653876,-1.288038,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,261021TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,261021TP,195250
,632056,TR3205641624,Dover USGS,51.126858,1.315047,Dover USGS - flow--i-15_min-m3_s,0.554,2023-08-09T21:30:00Z,2023-08-09,E5092-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E5092,141624
Anglian - Lincolnshire and Northamptonshire,483400,,Cogenhoe,52.246264,-0.779863,COGENHOE MILL SLUICE WITS - level-stage-i-15_min-mASD,0.403,2023-08-09T21:30:00Z,2023-08-09,E2119-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E2119,261600
North East - Yorkshire,507856,TA0785650603,Scurf Dyke,53.940297,-0.358398,,,,,,,,,,,L3121,450603
North West - Cumbria and Lancashire,363779,SD6377911319,Horwich Pearl Brook,53.597169,-2.548756,Pearl Brook Horwich - level-stage-i-15_min-m,0.291,2023-08-09T15:30:00Z,2023-08-09,700390-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,700390,411319
,533450,TQ334284,Rainfall station,51.039914,-0.097897,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E8520-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E8520,128450
Thames - Hertfordshre and North London,555900,TQ5590091400,Harold Park,51.599864,0.249585,Ingrebourne at Harold Park - level-stage-i-15_min-mASD,0.99,2023-08-09T18:00:00Z,2023-08-09,5546TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,5546TH,191400
,586450,TL864844,Rainfall station,52.426228,0.740815,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:45:00Z,2023-08-09,E22309-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E22309,284450
Thames - Kent and South London,540570,,Bromley South,51.400276,0.019377,RAVENSBOURNE EAST AT BROMLEY (BROMLEY S) - level-stage-i-15_min-mASD,0.052,2023-08-09T21:30:00Z,2023-08-09,4319TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4319TH,168740
,487005,SU87004560,River Wey (North) at Waverley Mill,51.203038,-0.756022,River Wey (North) at Waverley Mill - level-stage-i-15_min-mAOD,57.685,2023-08-09T21:30:00Z,2023-08-09,3035TH-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,3035TH,145605
North East - Northumberland Durham and Tees,393019,NY9301966050,Acomb Garden House,54.988973,-2.110623,Acomb Garden House - level-stage-i-15_min-m,0.005,2023-08-09T21:30:00Z,2023-08-09,023062-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,023062,566050
,554450,TQ544660,Rainfall station,51.372501,0.217586,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:15:00Z,2023-08-09,E911-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E911,166050
Thames - West Thames,488318,,Tongham,51.237339,-0.736289,,,,,,,,,,,2419TH,149443
,265750,SX657775,Rainfall station,50.58221,-3.897607,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,46107-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,46107,77550
,480750,SK807246,Rainfall station,52.813347,-0.803365,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3602-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3602,324650
Thames - West Thames,433060,,Hungerford Shalbourne,51.412847,-1.526019,,,,,,,,,,,2241TH,168310
North East - Yorkshire,519050,,Hedon Thorn Road Bridge,53.735693,-0.196665,,,,,,,,,,,L3313,428100
Thames - West Thames,463627,SU6362774770,Tidmarsh,51.468325,-1.08539,,,,,,,,,,,2180TH,174770
,225050,SS250116,Rainfall station,50.877791,-4.488167,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:15:00Z,2023-08-09,47160-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,47160,111650
,568050,TL680560,Rainfall station,52.177103,0.456319,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:30:00Z,2023-08-09,E22400-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E22400,256050
,568350,TQ683263,CROWHURST WEIR,51.01189,0.398508,CROWHURST WEIR - level-stage-i-15_min-mASD,0.082,2023-08-09T21:30:00Z,2023-08-09,E6621-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E6621,126350
,406035,SK06038114,Warm Brook,53.327178,-1.910844,Warm Brook - level-stage-i-15_min-m,0.275,2023-08-09T21:30:00Z,2023-08-09,692230-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,692230,381145
Southern - Kent and South London,563269,TQ6326935669,Bartley Mill,51.097082,0.330342,BARTLEY MILL GS - level-stage-i-15_min-mASD,0.171,2023-08-09T02:30:00Z,2023-08-09,E861-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E861,135669
,592650,TF926302,Rainfall station,52.835301,0.858574,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:30:00Z,2023-08-09,E23392-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E23392,330250
,349562,ST 49562 78148,Avonmouth Portbury,51.5,-2.728,Avonmouth Portbury - level-tidal_level-Mean-15_min-mm,6843.0,2023-08-09T21:30:00Z,2023-08-09,E72623-level-tidal_level-Mean-15_min-mm,level,Water Level,900,Tidal Level,mean,E72623,178148
,,SU3181,Upper Lambourn OBH,,,Upper Lambourn OBH - level-groundwater-i-1_h-mAOD,128.719,2023-08-09T10:00:00Z,2023-08-09,SU38_73A-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU38_73A,
Southern - Solent and South Downs,436515,SU3651531147,Kings Somborne,51.078486,-1.480122,Kings Somborne RL - level-stage-i-15_min-mAOD,33.135,2023-08-09T21:30:00Z,2023-08-09,2598SO-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,2598SO,131147
,484188,SK8418847970,CLAYPOLE MILL R WITHAM GS,53.022401,-0.746331,CLAYPOLE MILL R WITHAM GS - flow-stage-i-15_min-m3_s,1.228,2023-08-09T06:00:00Z,2023-08-09,E2987-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E2987,347970
,451950,SU519506,Rainfall station,51.252655,-1.256994,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E14080-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E14080,150650
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,364570,,Buildwas,52.636354,-2.524962,,,,,,,,,,,2134,304420
,559600,TQ5960080600,STIFFORD MARDYKE GS,51.5018,0.298066,STIFFORD MARDYKE GS - level-stage-i-15_min-m,0.163,2023-08-09T21:30:00Z,2023-08-09,E22901-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E22901,180600
,296077,SS9607712723,TIVERTON LOWMAN,50.904593,-3.479351,TIVERTON LOWMAN - flow-water-i-15_min-m3_s,0.149,2023-08-09T21:00:00Z,2023-08-09,45181-flow-water-i-15_min-m3_s,flow,Flow,900,Water,instantaneous,45181,112723
North West - Greater Manchester Merseyside and Cheshire,358760,,Causey Bridge,53.425318,-2.62207,Causey Bridge - level-stage-i-15_min-m,0.332,2023-08-09T21:30:00Z,2023-08-09,694039-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,694039,392240
Midlands - Derbyshire Nottinghamshire and Leicestershire,462600,SK6260050940,Oxton,53.052051,-1.067544,Oxton Dumble - level-stage-i-15_min-mASD,0.046,2023-08-09T21:30:00Z,2023-08-09,4187-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4187,350940
Midlands - Derbyshire Nottinghamshire and Leicestershire,431950,,Duffield,52.998306,-1.525391,Duffield LVL - level-stage-i-15_min-mASD,0.208,2023-08-09T21:30:00Z,2023-08-09,4055-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4055,344660
,597850,TQ978694,Rainfall station,51.389586,0.842268,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E3240-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E3240,169450
South West - Devon and Cornwall,199116,,Wadebridge,50.516694,-4.834988,WADEBRIDGE POLMORLA PS TO BE WITSD - level-tidal_level-i-15_min-m,1.282,2023-08-09T16:00:00Z,2023-08-09,49122-level-tidal_level-i-15_min-m,level,Water Level,900,Tidal Level,instantaneous,49122,72385
,372250,SD722661,Rainfall station,54.090487,-2.425739,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,582837-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,582837,466150
,494281,SK9428160061,SAND SYKE PS WITHAM WASHLANDS WITS,53.129374,-0.592368,SAND SYKE PS WITHAM WASHLANDS WITS - level-stage-i-15_min-mAOD,4.673,2023-08-09T21:30:00Z,2023-08-09,E68301-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E68301,360061
North West - Cumbria and Lancashire,390886,,Trawden Brook,53.852195,-2.140021,Trawden Brook - level-stage-i-15_min-m,0.072,2023-08-09T21:30:00Z,2023-08-09,712175-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,712175,439562
Midlands - Staffordshire Warwickshire and West Midlands,410044,,Solihull Lodge,52.397668,-1.853805,Majors Green LVL - level-stage-i-15_min-mASD,0.271,2023-08-09T21:30:00Z,2023-08-09,4172-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4172,277750
,,SJ5985,Chester Road BH,,,Chester Road BH - level-groundwater-i-1_h-m,8.278,2023-08-09T07:00:00Z,2023-08-09,SJ58_117-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SJ58_117,
,350970,SO5097055102,Ford Bridge LVL,52.191958,-2.718663,Ford Bridge LVL - level-stage-i-15_min-mASD,0.211,2023-08-09T21:30:00Z,2023-08-09,055041-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,055041,255102
North West - Cumbria and Lancashire,357570,,Udford,54.667313,-2.659359,Udford - level-stage-i-15_min-m,0.323,2023-08-09T21:30:00Z,2023-08-09,762006-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,762006,530450
Midlands - Derbyshire Nottinghamshire and Leicestershire,453110,,Loughborough,52.765357,-1.214327,Loughborough LVL - level-stage-i-15_min-mASD,0.044,2023-08-09T21:30:00Z,2023-08-09,4205-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4205,318930
,390489,ST9048964232,MELKSHAM GATE,51.377055,-2.13803,MELKSHAM GATE - level-stage-i-15_min-mAOD,32.79,2023-08-09T21:30:00Z,2023-08-09,53145-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,53145,164232
,539450,TQ394433,LINGFIELD RL,51.172391,-0.006617,LINGFIELD RL - level-stage-i-15_min-mAOD,45.74,2023-08-09T21:30:00Z,2023-08-09,E1170-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1170,143350
,367330,SY6733074840,PORTLAND CAUSEWAY DITCH,50.572382,-2.462698,PORTLAND CAUSEWAY DITCH - level-stage-i-15_min-m,0.062,2023-08-09T16:00:00Z,2023-08-09,FWPCD01_FW-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,FWPCD01_FW,74840
Thames - West Thames,503520,,Staines,51.431611,-0.512248,,,,,,,,,,,2900TH,171340
,507550,TF075382,Rainfall station,52.930882,-0.4014,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:30:00Z,2023-08-09,E1606-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E1606,338250
Southern - Solent and South Downs,434861,SU3486121193,Rivermead,50.989084,-1.504686,RIVERMEAD RL - level-stage-i-15_min-mAOD,11.107,2023-08-09T21:30:00Z,2023-08-09,E13500-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E13500,121193
,421750,SE217004,Rainfall station,53.500289,-1.673575,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,000028-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,000028,400450
North West - Cumbria and Lancashire,353148,SD 53148 93019,Whitbarrow Close,54.33056,-2.721958,Whitbarrow Close - level-stage-i-15_min-m,0.058,2023-08-09T21:30:00Z,2023-08-09,730520-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,730520,493019
Southern - Solent and South Downs,458760,,North Fareham weir,50.863667,-1.166426,NORTH FAREHAM GS - level-stage-i-15_min-mASD,0.134,2023-08-09T21:30:00Z,2023-08-09,E11301-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E11301,107460
,267350,SX673841,Rainfall station,50.641897,-3.877381,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,46108-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,46108,84150
